Nosaukums,Reģistrācijas numurs,Juridiskais status,Vadītājs,Filiāļu skaits,Strukturvienību skaits,Veids,Tips,Faktiskais dibinātājs,Deklarētais dibinātājs,Adrese,Tālrunis,E-pasts,Novads/Pilsēta,Likvidēta,visc_kods,pasvaldiba,urban,valoda,lat,lng
"Jaunjelgavas pirmsskolas izglītības iestāde ""Atvasīte""",4501901772,Pastarpinātās pārvaldes iestāde,RAISA BATARAGA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Jaunjelgavas novada pašvaldība,Jaunjelgavas novada Dome,"LIEPU IELA 23, JAUNJELGAVA, JAUNJELGAVAS NOVADS, LV-5134",65152224,,Jaunjelgavas novads,N,,,,,56.6127154,25.0868222
Jaunjelgavas vidusskola,4513901040,Pastarpinātās pārvaldes iestāde,LAUMA MĪLĪGA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jaunjelgavas novada pašvaldība,Jaunjelgavas novada Dome,"UZVARAS IELA 1, JAUNJELGAVA, JAUNJELGAVAS NOVADS, LV-5134",65133690 65133691,miliga63@inbox.lv,Jaunjelgavas novads,N,03931302,39,3,1,56.6100289,25.0837095
Jaunlaicenes pamatskola,4412900918,Pastarpinātās pārvaldes iestāde,DAIGA BIRKENBERGA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Alūksnes novada pašvaldība,Alūksnes novada pašvaldība,"""Lazdiņas"", JAUNLAICENE, JAUNLAICENES PAGASTS, ALŪKSNES NOVADS, LV-4336",64354965,skola@jaunlaicene.lv,Alūksnes novads,N,,,,,57.5252999,26.870934
"Jaunlutriņu pagasta pirmsskolas izglītības iestāde ""Vāverīte""",2101901480,Pastarpinātās pārvaldes iestāde,,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Jaunlutriņu pagasta Padome,Jaunlutriņu pagasta Padome,"UPES IELA 4, JAUNLUTRIŅI, JAUNLUTRIŅU PAGASTS, SALDUS NOVADS, LV-3876",63831577,,Saldus novads,J,,,,,56.8277474,22.4072911
Jaunmārupes pamatskola,4312903031,Pastarpinātās pārvaldes iestāde,IVETA TIMULE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Mārupes novada Dome,Mārupes novada Dome,"MAZCENU ALEJA 4a, JAUNMĀRUPE, MĀRUPES NOVADS, LV-2166",67933594,jmsk@inbox.lv,Mārupes novads,N,,,,,56.879251,23.949052
Jaunmārupes sākumskola,4311902576,Pastarpinātās pārvaldes iestāde,IVETA TIMULE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Mārupes novada Dome,Mārupes novada Dome,"MAZCENU ALEJA 4A, JAUNMĀRUPE, MĀRUPES NOVADS, LV-2166",67933594,jmsk@inbox.lv,Mārupes novads,J,,,,,56.879251,23.949052
Jaunmuižas pamatskola,4112901203,Pastarpinātās pārvaldes iestāde,INGA RENCE-REMTE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Skrundas novada pašvaldība,Skrundas novada pašvaldība,"Jaunmuižas pamatskola, SKRUNDAS PAGASTS, SKRUNDAS NOVADS, LV-3307",63354027,jaunmuiza@e-apollo.lv,Skrundas novads,N,,,,,56.597523,22.046492
Jaunogres vidusskola,4313901327,Pastarpinātās pārvaldes iestāde,LUDMILA SOKOLOVA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Ogres novada Dome,Ogres novada Dome,"MĀLKALNES PROSPEKTS 43, OGRE, OGRES NOVADS, LV-5001",65021445,jvsk@ogresnovads.lv,Ogres novads,N,07033301,70,3,3,56.8245756,24.5940731
Jaunpiebalgas Mūzikas un mākslas  skola,4474902286,Pastarpinātās pārvaldes iestāde,SARMA PETROVSKA,0,0,Profesionālās ievirzes izglītības iestāde,Mūzikas un mākslas skola,Jaunpiebalgas novada pašvaldība,Jaunpiebalgas novada Dome,"GAUJAS IELA 15, JAUNPIEBALGA, JAUNPIEBALGAS PAGASTS, JAUNPIEBALGAS NOVADS, LV-4125",64162465,muzikas.skola@jaunpiebalga.lv,Jaunpiebalgas novads,N,,,,,57.1771738,26.0479178
Jaunpiebalgas vidusskola,4413900339,Pastarpinātās pārvaldes iestāde,ULLA LOGINA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jaunpiebalgas novada pašvaldība,Jaunpiebalgas novada Dome,"GAUJAS IELA 41, JAUNPIEBALGA, JAUNPIEBALGAS PAGASTS, JAUNPIEBALGAS NOVADS, LV-4125",64162266,jpvsk@jvdc.edu.lv,Jaunpiebalgas novads,N,04031401,40,4,1,57.1673647,26.0188933
Jaunpils vidusskola,4313900207,Pastarpinātās pārvaldes iestāde,JĀNIS LIEPIŅŠ,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jaunpils novada pašvaldība,Jaunpils novada Dome,"Jaunpils vidusskola, JAUNPILS, JAUNPILS PAGASTS, JAUNPILS NOVADS, LV-3145",63162193,jaunpvsk@latnet.lv,Jaunpils novads,N,04131401,41,4,1,56.7314845,23.0070976
Jaunsātu pamatskola,4312900245,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Tukuma novada Dome,Tukuma novada Dome,"Jaunsātu pamatskola, JAUNSĀTU PAGASTS, TUKUMA NOVADS, LV-3128",63155264,jaunsatuskola@inbox.lv,Tukuma novads,J,,,,,56.972206,22.9339305
Jaunsaules pamatskola,0412901307,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Vecsaules pagasta Padome,Vecsaules pagasta Padome,"Jaunsaules pamatskola, JAUNSAULE, VECSAULES PAGASTS, BAUSKAS NOVADS, LV-3915",63924571,,Bauskas novads,J,,,,,56.34538389999999,24.4478389
Jaunsilavas pamatskola,4212900366,Pastarpinātās pārvaldes iestāde,JANĪNA USĀRE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Līvānu novada pašvaldība,Līvānu novada Dome,"JAUNSILAVAS IELA 1, JAUNSILAVAS, TURKU PAGASTS, LĪVĀNU NOVADS, LV-5316",65300804,jaunsilavaspsk@livani.lv,Līvānu novads,N,,,,,56.3902168,26.15907
Jaunstrūžānu pamatskola,4212901156,Pastarpinātās pārvaldes iestāde,IVARS IGAUNIS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Rēzeknes novada pašvaldība,Rēzeknes novada pašvaldība,"MIERA IELA 12, STRŪŽĀNI, STRUŽĀNU PAGASTS, RĒZEKNES NOVADS, LV-4643",64667096,jaunstruzani@saskarsme.lv,Rēzeknes novads,N,,,,,56.695723,27.2357489
Jāzepa Mediņa mūzikas skola,3370902136,Pastarpinātās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Mūzikas skola,Rīgas Dome,Rīgas Dome,"SKOLAS IELA 15, RĪGA, LV-1010",67281950,jmmskola@inbox.lv; jmms@apollo.lv,Rīga,J,,,,,56.9581079,24.1189816
Jāzepa Mediņa Rīgas 1. mūzikas skola,3376902790,Pastarpinātās pārvaldes iestāde,VALDIS LASTOVSKIS,0,0,Profesionālās ievirzes izglītības iestāde,Mūzikas skola,Rīgas Dome,Rīgas Dome,"KRONVALDA BULVĀRIS 8, RĪGA, LV-1010",67181678,jmr1ms@riga.lv,Rīga,N,,,,,56.9583756,24.1004017
Jāzepa Mediņa Rīgas Mūzikas vidusskola,3331301252,Valsts tiešās pārvaldes iestāde,ROBERTS LIEPIŅŠ,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Kultūras ministrija,Latvijas Republikas Ministru kabinets,"STABU IELA 10/4, RĪGA, LV-1010",67332058,jmrmv@ml.lv,Rīga,N,08671101,86,1,1,0,Didn't find exactly one placemark! (Found 2)
Jāzepa Vītola Latvijas Mūzikas akadēmija,3342301472,Atvasināta publiskā persona,ARTIS SĪMANIS,0,0,Augstākās izglītības iestāde,Augstskola,Kultūras ministrija,Latvijas Republikas Ministru kabinets,"KRIŠJĀŅA BARONA IELA 1, RĪGA, LV-1050",67228684,academy@music.lv,Rīga,N,,,,,56.9496736,24.1175574
Jāzepa Vītola Latvijas Mūzikas akadēmijas Zinātniskās pētniecības centrs,324020,Augstskolas struktūrvienība,ILZE LIEPIŅA,0,0,Zinātniskā institūcija,Zinātniskais institūts,Jāzepa Vītola Latvijas Mūzikas akadēmija,Jāzepa Vītola Latvijas Mūzikas akadēmija,"KRIŠJĀŅA BARONA IELA 1, RĪGA, LV-1050",67220906,ilze.liepina@jvlma.lv,Rīga,N,,,,,56.9496736,24.1175574
Jēkaba Graubiņa Līvānu Mūzikas un mākslas skola,4274902268,Pastarpinātās pārvaldes iestāde,GUNĀRS LURIŅŠ,0,0,Profesionālās ievirzes izglītības iestāde,Mūzikas un mākslas skola,Līvānu novada pašvaldība,Līvānu novada Dome,"RAIŅA IELA 4, LĪVĀNI, LĪVĀNU NOVADS, LV-5316",65344096,mms@livani.lv,Līvānu novads,N,,,,,56.3509147,26.1766482
Jēkabpils 109.arodskola,1032001377,Valsts,,0,0,Profesionālās izglītības iestāde,Arodizglītības iestāde,LR Ministru kabinets,LR Ministru kabinets,"Ķieģeļu 14, JĒKABPILS, LV-5202",5230092,,Jēkabpils,J,,,,,56.5116308,25.8984004
Jēkabpils 2. vidusskola,1013900258,Pastarpinātās pārvaldes iestāde,ALEKSANDRS DEINIS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"JAUNĀ IELA 44, JĒKABPILS, LV-5201","65232303, 20364306",skola@2vsk.edu.lv,Jēkabpils,N,04532201,45,2,2,56.4940749,25.8586667
Jēkabpils 3. vidusskola,1013900259,Pastarpinātās pārvaldes iestāde,VALDIS OZOLIŅŠ,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"SLIMNĪCAS IELA 5, JĒKABPILS, LV-5202","65237980, 29116873",3.vidusskola@3vsk.jekabpils.lv,Jēkabpils,N,04531202,45,2,1,56.5074832,25.8890629
Jēkabpils 4. vidusskola,1013900260,Pašvaldība,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jēkabpils pilsētas Dome,Jēkabpils pilsētas Dome,"Rīgas 200a, JĒKABPILS, LV-5202",5221754,"4vsk@mail.zednet.lv, 4vask@zednet.lv",Jēkabpils,J,,,,,56.5047628,25.8656245
Jēkabpils Agrobiznesa koledža,1047002049,Valsts tiešās pārvaldes iestāde,,0,0,Augstākās izglītības iestāde,Koledža,Izglītības un zinātnes ministrija,Latvijas Republikas Ministru kabinets,"PASTA IELA 1, JĒKABPILS, LV-5201","65231917, 26143360",koledza@jak.lv,Jēkabpils,N,04571203,45,2,1,56.4962008,25.8685019
Jēkabpils Bērnu un jauniešu centrs,1051900297,Pastarpinātās pārvaldes iestāde,OSKARS ELKSNIS,0,0,Bērnu un jauniešu interešu izglītības iestāde,Bērnu un jauniešu interešu izglītības iestāde,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"BRĪVĪBAS IELA 258, JĒKABPILS, LV-5201",65232115,jekabpilsbjc@inbox.lv,Jēkabpils,N,,,,,56.5004293,25.8482268
Jēkabpils Mākslas skola,1075902405,Pastarpinātās pārvaldes iestāde,ZIEDONIS BĀRBALS,0,3,Profesionālās ievirzes izglītības iestāde,Mākslas skola,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas pašvaldība,"DAMBJA IELA 19, JĒKABPILS, LV-5201","65231423, 26879715",maksla@jrms.lv,Jēkabpils,N,,,,,56.4954345,25.8744098
Jēkabpils pamatskola,1012902246,Pastarpinātās pārvaldes iestāde,SILVIJA DREIMANE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas pašvaldība,"RĪGAS IELA 200a, JĒKABPILS, LV-5202",65223901 29123353,lietvede@jekabpils-pamatskola.lv,Jēkabpils,N,,45,2,1,56.5047628,25.8656245,
"Jēkabpils pilsētas pirmsskolas izglītības iestāde ""Auseklītis""",1001900301,Pastarpinātās pārvaldes iestāde,ANITA PAĢIRE,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas pašvaldība,"BRĪVĪBAS IELA 120, JĒKABPILS, LV-5201","65234628, 22319566",pii.auseklitis@inbox.lv,Jēkabpils,N,,,,,56.496198,25.8692816
"Jēkabpils pilsētas pirmsskolas izglītības iestāde ""Bērziņš""",1001900300,Pastarpinātās pārvaldes iestāde,ZINAIDA KOTKINA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"MADONAS IELA 50, JĒKABPILS, LV-5203","65223384, 26865160",bberzins@inbox.lv,Jēkabpils,N,,,,,56.5215154,25.8691313
"Jēkabpils pilsētas pirmsskolas izglītības iestāde ""Kāpēcītis""",1001900304,Pastarpinātās pārvaldes iestāde,JANĪNA ANSPOKA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"BRĪVĪBAS IELA 120, JĒKABPILS, LV-5201","65236050, 29186785",piikapecitis@apollo.lv,Jēkabpils,N,,,,,56.496198,25.8692816
"Jēkabpils pilsētas pirmsskolas izglītības iestāde ""Zvaigznīte""",1001900302,Pastarpinātās pārvaldes iestāde,MARIJA AĻEKSEJEVA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas pašvaldība,"BRĪVĪBAS IELA 120, JĒKABPILS, LV-5201","65230133, 22319555",zvaigznite@pii.jekabpils.lv,Jēkabpils,N,,,,,56.496198,25.8692816
"Jēkabpils pilsētas pirmsskolas izglītības iestāde ""Zvaniņš""",1001900303,Pastarpinātās pārvaldes iestāde,SILVIJA BĒRZIŅA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"MEŽA IELA 9, JĒKABPILS, LV-5201","65233741, 29836380",zvanins@demvar.lv,Jēkabpils,N,,,,,56.4887524,25.8738868
Jēkabpils Poļu pamatskola,1012900274,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"RŪDOLFA BLAUMAŅA IELA 27, JĒKABPILS, LV-5201",65234585,polskaszkola@demvar.lv,Jēkabpils,J,,,,,56.499426,25.8547692
Jēkabpils rajona padomes Saukas arodvidusskola,1031901478,Pašvaldība,,0,0,Profesionālās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Jēkabpils rajona Padome,Jēkabpils rajona Padome,"SAUKAS PAGASTS, VIESĪTES NOVADS, LV-5231",5241743,,Viesītes novads,J,,,,,56.2755836,25.4811215
Jēkabpils sākumskola,1011900292,Pašvaldība,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Jēkabpils pilsētas Dome,Jēkabpils pilsētas Dome,"Meža 9, JĒKABPILS, LV-5200",5231410,,Jēkabpils,J,,,,,0,Didn't find exactly one placemark! (Found 2)
Jēkabpils Sporta skola,1071902185,Pastarpinātās pārvaldes iestāde,EDGARS LAMBA,0,0,Profesionālās ievirzes izglītības iestāde,Sporta skola,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"ANDREJA PORMAĻA IELA 106, JĒKABPILS, LV-5201",29175659,jekabpilssportaskola@inbox.lv,Jēkabpils,N,,,,,56.4976714,25.8459736
Jēkabpils Tālākizglītības un informācijas tehnoloģiju centrs,1060900155,Pastarpinātās pārvaldes iestāde,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"JAUNĀ IELA 44, JĒKABPILS, LV-5201",65221333,titc@titc.lv,Jēkabpils,N,,,,,56.4940749,25.8586667
Jēkabpils vakara vidusskola,1014900264,Pastarpinātās pārvaldes iestāde,AELITA BĒRZIŅA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vakara (maiņu) vidusskola,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas pašvaldība,"PALEJAS IELA 32, JĒKABPILS, LV-5202",65231464 20046549,info@jvv.lv,Jēkabpils,N,04543206,45,2,3,56.505583,25.8696461
Jēkabpils Valsts ģimnāzija,1019900257,Pastarpinātās pārvaldes iestāde,VALERJANS VIZULIS,0,0,Vispārējās izglītības iestāde,Valsts ģimnāzija,Jēkabpils pilsētas pašvaldība,Jēkabpils pilsētas Dome,"BLAUMAŅA IELA 27, JĒKABPILS, LV-5200",65237550 29331948,jvg@jvg.edu.lv,Jēkabpils,N,04561207,45,2,1,56.499426,25.8547692
Jelgavas 1. ģimnāzija,2816900135,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Ģimnāzija,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"MEIJU CEĻŠ 9, JELGAVA, LV-3007",63020005,1gim@izglitiba.jelgava.lv,Jelgava,J,04351201,43,2,1,56.657139,23.7085994,
Jelgavas 1. internātpamatskola,2822901097,Pastarpinātās pārvaldes iestāde,GUNDA BALODE,0,0,Speciālās izglītības iestāde,Speciālā pamatskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"INSTITŪTA IELA 4, JELGAVA, LV-3002",63023684,1sint@izglitiba.jelgava.lv,Jelgava,N,,,,,56.6637434,23.7466392
Jelgavas 1. pamatskola,2822900152,Pastarpinātās pārvaldes iestāde,AIVARS PREISS,0,0,Speciālās izglītības iestāde,Speciālā pamatskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"ZEMGALES PROSPEKTS 7, JELGAVA, LV-3001",63028818,1psk@izglitiba.jelgava.lv,Jelgava,J,,,,,56.6445725,23.731653
Jelgavas 1. pamatskola,2812900142,Pašvaldība,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"Jāņa 4, JELGAVA, LV-3001",3083437,1psk@jelgava.lv,Jelgava,J,,,,,56.6451912,23.7247133
Jelgavas 1. sanatorijas internātpamatskola,2823901097,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Sanatorijas internātskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"Institūta 4, JELGAVA, LV-3004",3023684,1isk@skolas.jelgava.lv,Jelgava,J,,,,,56.6637434,23.7466392
Jelgavas 105. arodskola,2832000006,Valsts,,0,0,Profesionālās izglītības iestāde,Profesionālās vidējās izglītības iestāde,LR Ministru kabinets,LR Ministru kabinets,"Garozas 31, JELGAVA, LV-3000",3025970,,Jelgava,J,,,,,56.6555315,23.753415
Jelgavas 2. internātpamatskola,2822902715,Pastarpinātās pārvaldes iestāde,LARISA SIMKINA,0,0,Speciālās izglītības iestāde,Speciālā pamatskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"FILOZOFU IELA 50, JELGAVA, LV-3001",63021773,2intpsk@izglitiba.jelgava.lv,Jelgava,N,04383214,43,2,3,56.6425458,23.7006799
Jelgavas 2. pamatskola,2812900143,Pastarpinātās pārvaldes iestāde,INĀRA PAMPE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"SARMAS IELA 2, JELGAVA, LV-3001",63021601,2psk@izglitiba.jelgava.lv,Jelgava,N,04322204,43,2,2,56.6456906,23.7091885
Jelgavas 2. sanatorijas internātpamatskola,2823901005,Pašvaldība,,0,0,Speciālās izglītības iestāde,Sanatorijas internātskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"Filozofu 50, JELGAVA, LV-3001",3021773,J2isk@skolas.jelgava.lv,Jelgava,J,,,,,56.6425458,23.7006799
Jelgavas 3. pamatskola,2812900144,Pastarpinātās pārvaldes iestāde,JURIS SKRUPSKIS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"UZVARAS IELA 10, JELGAVA, LV-3000",63021073,3ssk@izglitiba.jelgava.lv,Jelgava,J,,,,,56.6547337,23.7242003
Jelgavas 3. sākumskola,2811902953,Pastarpinātās pārvaldes iestāde,JURIS SKRUPSKIS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"UZVARAS IELA 10, JELGAVA, LV-3001",63021073,3ssk@izglitiba.jelgava.lv,Jelgava,N,,,,,56.6547337,23.7242003
Jelgavas 4. pamatskola,2812900145,Pastarpinātās pārvaldes iestāde,AGITA LUNDBERGA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"PULKVEŽA OSKARA KALPAKA IELA 34, JELGAVA, LV-3001",63022236,4psk@izglitiba.jelgava.lv,Jelgava,J,,,,,56.6392554,23.7186157
Jelgavas 4. sākumskola,2811902954,Pastarpinātās pārvaldes iestāde,AGITA LUNDBERGA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"PULKVEŽA OSKARA KALPAKA IELA 34, JELGAVA, LV-3001",63022236,4psk@izglitiba.jelgava.lv,Jelgava,N,,,,,56.6392554,23.7186157
Jelgavas 4. vidusskola,2813900137,Pastarpinātās pārvaldes iestāde,AGRIS CELMS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"AKMEŅU IELA 1, JELGAVA, LV-3004",63029555,4vsk@izglitiba.jelgava.lv;,Jelgava,N,04331207,43,2,1,56.6625421,23.7573178
Jelgavas 5. vidusskola,2813900138,Pastarpinātās pārvaldes iestāde,NATELA SEĻIŠČEVA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"ASPAZIJAS IELA 20, JELGAVA, LV-3000",63026073,5vsk@jelgava.lv,Jelgava,N,04333208,43,2,3,56.6505092,23.6975115
Jelgavas 6. vidusskola,2813900139,Pastarpinātās pārvaldes iestāde,ILZE ARBIDANE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"LOKA MAĢISTRĀLE 29, JELGAVA, LV-3004",63020275,6vsk@izglitiba.jelgava.lv,Jelgava,N,04333209,43,2,3,56.6704154,23.7500808
Jelgavas Amatniecības vidusskola,2831002415,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"PULKVEŽA OSKARA KALPAKA IELA 37, JELGAVA, LV-3001",63025605,sekretare_jav@apollo.lv,Jelgava,J,,,,,56.6396813,23.7205612
Jelgavas Amatu skola,2831900153,Pašvaldība,,0,0,Profesionālās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Jelgavas pilsētas Dome,Jelgavas pilsētas Dome,"Akadēmijas 25, JELGAVA, LV-3000",3020305,jas@skolas.jelgava.lv,Jelgava,J,,,,,56.6466302,23.7310254
